GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
8600000US12446,12446,ZCTA5 12446,1784,233,74280,14376,72.3,7.1,78788,18011,21.6,6.7,16582,12648,32.8,8.2,16614,3259,7.1,4.0,19539,8640,3.5,3.4,1262,1518,22.3,7.8,22436,3422,1194,175,77329,11827,16.2,7.8,44719,15081,24.5,9.0,53576,9150,31.2,9.1,95598,23985,12.6,7.1,65552,26397,13.9,8.6,126722,15185,1.6,1.6,77063,28048,4633,476,29574,5250,96.3,2.3,30084,5438,0.3,0.5,N,N,0.0,0.6,-,**,0.1,0.2,N,N,0.0,0.6,-,**,0.3,0.4,-,**,3.0,2.1,11749,9010,5.2,3.3,18751,14128,91.6,3.5,30574,5496,32.8,(X),(X),(X),40.7,(X),(X),(X),25.9,(X),(X),(X)
8600000US12448,12448,ZCTA5 12448,269,82,104574,45448,83.6,15.6,108413,51860,54.3,21.9,9202,5835,39.0,19.6,14380,5487,0.0,10.5,-,**,0.0,10.5,-,**,21.2,16.8,11391,2771,124,74,169781,72004,8.9,14.7,N,N,56.5,33.3,N,N,34.7,32.5,N,N,0.0,21.3,N,N,0.0,21.3,N,N,0.0,21.3,N,N,514,198,55228,21886,100.0,5.7,55228,21886,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,0.0,5.7,-,**,100.0,5.7,55228,21886,45.7,(X),(X),(X),54.8,(X),(X),(X),35.6,(X),(X),(X)
8600000US12449,12449,ZCTA5 12449,1205,144,59758,7728,76.9,6.7,58798,9099,30.4,8.2,5228,2443,34.4,7.4,17355,2144,4.1,2.8,13410,4639,9.0,7.0,1831,792,20.8,6.3,21429,6924,772,130,70994,10259,17.9,7.4,N,N,36.7,9.2,N,N,26.7,8.1,N,N,7.5,4.6,N,N,9.5,5.4,N,N,1.8,2.4,N,N,3301,397,27006,5630,88.0,4.8,29573,6416,1.7,1.4,8084,3907,1.4,2.1,N,N,2.2,2.1,11096,8995,0.7,1.1,N,N,0.0,0.9,-,**,6.1,3.7,5470,4017,3.4,2.5,17496,5478,86.5,4.6,29741,6482,23.1,(X),(X),(X),30.1,(X),(X),(X),28.3,(X),(X),(X)
8600000US12450,12450,ZCTA5 12450,39,35,21744,11224,0.0,45.6,-,**,41.0,43.4,31,10,100.0,45.6,18346,6568,0.0,45.6,-,**,0.0,45.6,-,**,30.8,42.4,10992,15,28,29,N,N,100.0,53.8,N,N,0.0,53.8,N,N,0.0,53.8,N,N,0.0,53.8,N,N,0.0,53.8,N,N,0.0,53.8,N,N,89,85,9174,6318,100.0,27.9,9174,6318,0.0,27.9,-,**,0.0,27.9,-,**,0.0,27.9,-,**,0.0,27.9,-,**,0.0,27.9,-,**,0.0,27.9,-,**,0.0,27.9,-,**,100.0,27.9,9174,6318,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US12451,12451,ZCTA5 12451,710,173,61111,9714,76.3,12.1,62507,10982,17.6,9.4,5258,4813,30.8,12.3,20632,2948,1.7,2.8,15525,10,0.0,4.1,-,**,25.6,11.0,22048,8308,481,140,67342,13033,28.9,16.8,N,N,30.8,14.6,N,N,28.3,15.2,N,N,3.3,5.3,N,N,1.9,3.2,N,N,6.9,9.6,N,N,1986,518,23528,3748,98.0,2.8,23696,3847,0.4,0.8,N,N,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,1.6,2.7,N,N,1.1,1.7,N,N,96.9,2.7,23600,3903,35.9,(X),(X),(X),42.6,(X),(X),(X),38.2,(X),(X),(X)
8600000US12452,12452,ZCTA5 12452,92,37,47411,14537,69.6,23.5,51850,15811,0.0,27.2,-,**,39.1,25.8,17058,3511,2.2,3.9,6050,93,0.0,27.2,-,**,22.8,22.7,17571,20819,60,29,56912,18337,30.0,31.1,N,N,0.0,36.7,N,N,56.7,33.6,N,N,0.0,36.7,N,N,13.3,22.0,N,N,0.0,36.7,N,N,237,101,18524,7532,100.0,11.9,18524,7532,0.0,11.9,-,**,0.0,11.9,-,**,0.0,11.9,-,**,0.0,11.9,-,**,0.0,11.9,-,**,0.0,11.9,-,**,0.0,11.9,-,**,100.0,11.9,18524,7532,44.6,(X),(X),(X),51.7,(X),(X),(X),32.3,(X),(X),(X)
8600000US12453,12453,ZCTA5 12453,145,93,111920,60721,71.0,36.6,117822,46317,40.0,40.4,20619,2448,64.1,36.5,19281,5426,0.0,18.6,-,**,0.0,18.6,-,**,31.7,39.6,21789,3,88,62,158464,63934,0.0,28.2,N,N,29.5,37.5,N,N,0.0,28.2,N,N,0.0,28.2,N,N,70.5,37.5,N,N,0.0,28.2,N,N,417,274,41855,11433,100.0,6.9,41855,11433,0.0,6.9,-,**,0.0,6.9,-,**,0.0,6.9,-,**,0.0,6.9,-,**,0.0,6.9,-,**,0.0,6.9,-,**,4.3,6.8,N,N,95.7,6.8,42964,10930,49.7,(X),(X),(X),76.1,(X),(X),(X),57.7,(X),(X),(X)
8600000US12454,12454,ZCTA5 12454,123,38,64062,11394,78.9,14.9,61931,13424,19.5,13.0,3063,1595,36.6,16.5,21347,2761,8.1,12.5,16160,23,0.0,21.4,-,**,25.2,14.7,20939,8739,91,30,68712,10144,8.8,8.1,N,N,27.5,14.7,N,N,24.2,18.2,N,N,31.9,21.8,N,N,7.7,7.2,N,N,0.0,27.5,N,N,292,85,28560,6396,91.8,10.8,29304,7035,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,0.0,9.8,-,**,8.2,10.8,N,N,0.0,9.8,-,**,0.0,9.8,-,**,91.8,10.8,29304,7035,30.1,(X),(X),(X),29.7,(X),(X),(X),22.5,(X),(X),(X)
8600000US12455,12455,ZCTA5 12455,894,124,53307,7126,69.1,8.6,47608,7277,28.7,7.8,14748,8431,51.0,8.8,17553,2143,1.1,1.0,9630,10750,3.0,4.4,-,**,31.7,9.6,19601,5275,529,106,69607,9367,20.2,8.4,N,N,29.7,11.3,N,N,29.3,11.4,N,N,8.9,9.3,N,N,11.2,6.5,N,N,0.8,1.1,N,N,1978,255,25636,3369,95.5,3.0,26222,3474,0.3,0.3,N,N,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,1.0,1.5,N,N,3.2,2.0,8563,8946,8.4,4.5,19302,12634,89.5,4.9,26533,3700,27.3,(X),(X),(X),29.3,(X),(X),(X),21.3,(X),(X),(X)
8600000US12456,12456,ZCTA5 12456,197,44,51519,6554,80.7,15.0,47462,7923,14.2,12.4,1925,1862,33.5,19.1,17273,4099,3.6,5.7,8071,31,13.2,13.2,938,247,28.9,15.2,17826,6079,167,49,54957,7165,4.8,7.8,N,N,49.1,21.1,N,N,26.3,15.1,N,N,9.6,12.1,N,N,4.8,7.1,N,N,5.4,8.4,N,N,690,224,15670,3208,91.7,8.0,15424,3798,0.0,4.3,-,**,1.0,1.6,N,N,0.0,4.3,-,**,0.0,4.3,-,**,0.0,4.3,-,**,7.2,7.9,N,N,12.8,16.8,N,N,79.0,16.3,16711,4295,16.8,(X),(X),(X),10.8,(X),(X),(X),13.5,(X),(X),(X)
8600000US12457,12457,ZCTA5 12457,423,119,74929,26150,70.2,12.4,70968,33257,53.0,15.1,23413,13190,24.3,10.4,16297,3535,1.7,2.9,2471,25,6.1,9.2,10785,6,22.5,14.3,24452,22593,178,69,113569,55906,19.7,20.8,N,N,32.6,21.2,N,N,42.7,21.2,N,N,5.1,8.0,N,N,0.0,15.5,N,N,0.0,15.5,N,N,743,205,43891,14170,93.0,7.7,46969,16470,0.1,0.4,N,N,0.0,4.0,-,**,2.7,2.9,N,N,0.0,4.0,-,**,0.1,0.5,N,N,4.0,5.3,N,N,6.7,7.5,50852,65172,89.1,8.6,45186,16737,27.2,(X),(X),(X),29.8,(X),(X),(X),24.7,(X),(X),(X)
8600000US12458,12458,ZCTA5 12458,870,172,63008,9804,73.0,7.4,62017,10784,12.9,5.1,5195,4110,36.3,8.2,25093,6908,6.4,4.2,11238,2470,0.9,1.4,1288,22,29.4,9.1,21048,4677,574,138,71294,12653,15.5,5.7,N,N,44.4,10.6,N,N,25.4,9.7,N,N,10.1,7.8,N,N,2.4,2.9,N,N,2.1,3.0,N,N,3281,442,20457,3150,65.3,5.9,25388,4332,20.9,4.5,9128,3892,0.5,0.6,N,N,2.2,2.0,11747,7448,0.0,0.9,-,**,5.8,4.4,14571,7264,5.3,2.7,10133,6273,27.0,7.7,17920,5483,50.4,7.6,27180,4824,33.3,(X),(X),(X),34.1,(X),(X),(X),32.4,(X),(X),(X)
8600000US12459,12459,ZCTA5 12459,107,68,81075,33381,87.9,19.2,69512,32273,10.3,17.1,25655,14,12.1,19.2,30646,12,0.0,24.1,-,**,0.0,24.1,-,**,43.0,36.4,16833,2738,107,68,81075,33381,12.1,19.2,N,N,29.9,42.8,N,N,57.9,43.7,N,N,0.0,24.1,N,N,0.0,24.1,N,N,0.0,24.1,N,N,205,128,41011,16517,100.0,13.6,41011,16517,0.0,13.6,-,**,0.0,13.6,-,**,0.0,13.6,-,**,0.0,13.6,-,**,0.0,13.6,-,**,0.0,13.6,-,**,3.9,6.8,N,N,96.1,6.8,41432,17354,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US12460,12460,ZCTA5 12460,131,44,55678,15255,76.3,14.3,53395,11227,16.8,13.6,4195,4204,36.6,21.5,18396,3674,22.9,20.2,7603,989,0.0,20.3,-,**,18.3,17.9,26758,9775,98,42,69002,18650,7.1,10.2,N,N,40.8,29.1,N,N,11.2,12.3,N,N,6.1,10.4,N,N,11.2,19.9,N,N,23.5,30.4,N,N,434,214,17521,8241,100.0,6.7,17521,8241,0.0,6.7,-,**,0.0,6.7,-,**,0.0,6.7,-,**,0.0,6.7,-,**,0.0,6.7,-,**,0.0,6.7,-,**,0.0,6.7,-,**,100.0,6.7,17521,8241,38.2,(X),(X),(X),41.8,(X),(X),(X),46.4,(X),(X),(X)
8600000US12461,12461,ZCTA5 12461,971,141,90021,26396,78.4,8.9,90150,27917,28.5,8.2,27247,17353,31.1,8.7,14408,2625,1.1,1.8,5509,16,3.0,3.3,510,24,13.4,8.6,47197,19029,539,111,92453,13920,14.8,8.0,35466,12317,6.1,6.1,115679,158559,49.5,13.4,107378,15232,15.4,12.3,64023,24872,14.1,10.1,120967,43340,0.0,5.4,-,**,2088,282,42501,11992,97.1,2.1,42999,12322,0.2,0.4,N,N,0.0,1.4,-,**,2.1,1.9,32716,18260,0.0,1.4,-,**,0.0,1.4,-,**,0.6,0.8,N,N,2.0,1.9,58493,58081,95.2,2.8,42630,12569,28.4,(X),(X),(X),33.0,(X),(X),(X),22.1,(X),(X),(X)
8600000US12463,12463,ZCTA5 12463,512,138,57249,14042,72.5,13.6,51307,12843,30.1,15.5,4987,4908,39.5,12.6,18552,3901,8.8,10.3,9391,5571,2.7,4.2,3064,16,18.9,9.7,39533,19153,261,91,79352,16793,23.8,15.3,65398,26487,37.9,24.2,67803,38391,38.3,23.6,99436,30678,0.0,10.8,-,**,0.0,10.8,-,**,0.0,10.8,-,**,1006,272,30254,6739,98.5,2.7,30712,6783,1.5,2.7,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,0.0,2.9,-,**,98.5,2.7,30712,6783,13.3,(X),(X),(X),14.6,(X),(X),(X),9.5,(X),(X),(X)
8600000US12464,12464,ZCTA5 12464,511,97,77652,26618,59.3,15.9,78632,36855,38.9,17.3,31418,24159,47.2,11.9,15872,2635,0.0,5.7,-,**,3.5,5.6,-,**,38.2,16.5,28717,12494,255,91,122942,45650,27.8,27.4,N,N,20.0,13.9,N,N,38.0,26.7,N,N,14.1,15.8,N,N,0.0,11.1,N,N,0.0,11.1,N,N,963,237,43439,13394,85.6,16.5,46853,14388,0.4,0.7,N,N,0.0,3.1,-,**,1.3,2.1,N,N,0.0,3.1,-,**,12.7,16.8,23036,4135,0.0,3.1,-,**,0.9,1.5,N,N,84.6,16.5,47249,14397,25.2,(X),(X),(X),20.8,(X),(X),(X),19.5,(X),(X),(X)
8600000US12465,12465,ZCTA5 12465,111,58,129968,102149,57.7,29.2,57469,20522,34.2,23.6,2384,1986,33.3,22.0,29030,15334,36.0,32.1,8323,3027,4.5,6.9,3360,20,38.7,25.1,212486,262223,45,24,247533,179670,13.3,16.1,N,N,37.8,27.9,N,N,37.8,29.1,N,N,0.0,42.5,N,N,11.1,14.5,N,N,0.0,42.5,N,N,238,99,61835,38707,100.0,11.8,61835,38707,0.0,11.8,-,**,0.0,11.8,-,**,0.0,11.8,-,**,0.0,11.8,-,**,0.0,11.8,-,**,0.0,11.8,-,**,0.0,11.8,-,**,100.0,11.8,61835,38707,38.7,(X),(X),(X),48.9,(X),(X),(X),47.5,(X),(X),(X)
8600000US12466,12466,ZCTA5 12466,1029,126,77774,10662,77.4,7.6,76787,12841,32.3,8.2,14693,9603,39.3,7.7,19249,2267,2.0,1.7,9814,340,1.7,2.9,761,9,19.7,6.4,24330,9523,646,133,91487,15869,14.6,8.1,77730,36605,40.2,10.7,62359,10686,29.4,9.5,128796,25326,9.3,8.4,92920,46884,6.5,5.7,131762,71360,0.0,4.5,-,**,2180,341,38023,4697,93.3,4.3,38571,5021,1.5,1.5,16464,14815,0.0,1.4,-,**,1.7,2.1,9268,7305,0.0,1.4,-,**,0.4,0.5,N,N,3.1,3.9,51622,39467,2.6,2.3,85679,87782,91.1,5.0,37104,4770,39.3,(X),(X),(X),33.6,(X),(X),(X),34.9,(X),(X),(X)
8600000US12468,12468,ZCTA5 12468,475,92,56402,11477,57.3,9.8,62742,17207,20.0,6.5,4918,2471,59.6,9.8,17010,1795,2.5,1.6,6367,3725,1.5,1.5,1043,649,40.8,7.7,20836,7519,342,80,66189,14216,30.1,9.6,31783,7202,38.0,10.2,50008,10211,23.4,8.8,123910,42637,4.7,2.8,58431,23296,3.8,3.0,154923,74536,0.0,8.4,-,**,1077,194,26402,5503,99.5,0.7,26211,5528,0.5,0.7,N,N,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,1.0,0.9,32809,28944,99.0,0.9,26335,5550,36.8,(X),(X),(X),41.2,(X),(X),(X),29.5,(X),(X),(X)
8600000US12469,12469,ZCTA5 12469,309,62,63212,12992,75.4,9.4,60364,15744,16.8,7.4,10987,7974,41.4,11.7,19092,3568,11.0,10.0,6794,4515,2.3,2.9,2300,21,22.0,8.6,22537,4710,190,51,73273,17097,17.9,9.5,N,N,46.8,15.7,N,N,22.1,13.8,N,N,1.6,2.8,N,N,9.5,7.3,N,N,2.1,2.6,N,N,707,137,28839,5638,96.0,3.9,29684,5970,2.1,3.0,-,**,0.0,4.2,-,**,0.3,0.6,N,N,0.0,4.2,-,**,0.0,4.2,-,**,1.6,1.4,N,N,0.0,4.2,-,**,96.0,3.9,29684,5970,38.2,(X),(X),(X),44.7,(X),(X),(X),22.3,(X),(X),(X)
8600000US12470,12470,ZCTA5 12470,268,121,42664,17376,67.5,26.6,49956,20558,13.8,12.9,3768,3501,19.0,14.8,16457,5060,6.7,9.1,11294,8269,3.7,5.9,-,**,6.0,7.9,34944,9398,133,86,62749,21477,14.3,18.7,N,N,24.8,25.1,N,N,48.1,37.6,N,N,0.0,20.0,N,N,12.8,20.7,N,N,0.0,20.0,N,N,537,282,21348,6929,76.9,26.7,25221,6542,0.0,5.4,-,**,0.0,5.4,-,**,23.1,26.7,8448,3011,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,76.9,26.7,25221,6542,34.7,(X),(X),(X),42.1,(X),(X),(X),31.2,(X),(X),(X)
8600000US12471,12471,ZCTA5 12471,204,96,48287,18157,85.3,25.6,39226,14475,17.6,27.2,6583,5,14.7,25.6,13303,6,0.0,13.6,-,**,0.0,13.6,-,**,49.0,33.9,20462,10781,106,95,62665,13418,0.0,24.3,-,**,0.0,24.3,-,**,100.0,24.3,62665,13418,0.0,24.3,-,**,0.0,24.3,-,**,0.0,24.3,-,**,672,397,14977,4921,100.0,4.4,14977,4921,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,100.0,4.4,14977,4921,33.3,(X),(X),(X),0.0,(X),(X),(X),34.6,(X),(X),(X)
8600000US12472,12472,ZCTA5 12472,697,122,59925,9922,72.6,10.6,61257,12010,16.2,7.5,7708,5450,35.6,10.9,18645,3724,6.7,5.8,3887,3512,4.9,5.3,5394,3294,24.8,9.2,22931,11143,402,104,64710,12933,13.2,10.7,N,N,45.5,15.9,N,N,39.6,16.1,N,N,1.7,3.2,N,N,0.0,7.2,N,N,0.0,7.2,N,N,1646,385,25988,4106,97.0,2.8,25735,4189,0.1,0.2,N,N,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,1.7,2.2,N,N,1.3,1.4,19171,20556,19.8,13.5,27351,13686,80.0,13.4,25710,4925,44.2,(X),(X),(X),59.5,(X),(X),(X),33.7,(X),(X),(X)
8600000US12473,12473,ZCTA5 12473,374,115,112855,47214,86.4,11.4,118259,53584,4.5,5.5,3341,1704,12.6,10.9,20891,7445,0.0,7.7,-,**,0.0,7.7,-,**,16.8,11.9,46241,21519,322,111,126338,54474,4.7,6.1,N,N,32.6,22.2,N,N,33.5,24.7,N,N,18.0,16.1,N,N,11.2,13.5,N,N,0.0,8.9,N,N,1363,391,32703,11518,99.3,1.0,32919,11583,0.4,0.8,N,N,0.0,2.2,-,**,0.0,2.2,-,**,0.0,2.2,-,**,0.3,0.7,N,N,0.0,2.2,-,**,1.5,2.3,N,N,97.8,2.4,33438,11526,51.9,(X),(X),(X),55.3,(X),(X),(X),37.8,(X),(X),(X)
8600000US12474,12474,ZCTA5 12474,533,80,58622,9403,68.7,9.7,58887,12361,23.3,7.9,12170,7454,46.3,9.8,15802,2389,9.6,7.1,9873,5148,12.0,7.9,2489,1269,22.5,8.2,25357,7163,393,78,66783,11159,18.1,9.0,N,N,33.3,11.4,N,N,30.0,12.8,N,N,14.5,8.2,N,N,4.1,5.3,N,N,0.0,7.3,N,N,1467,328,21582,3791,96.0,4.2,21660,3942,1.2,1.6,N,N,1.5,2.2,N,N,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,1.3,1.5,N,N,0.6,1.1,N,N,95.4,4.4,21800,4051,30.8,(X),(X),(X),35.1,(X),(X),(X),24.4,(X),(X),(X)
8600000US12475,12475,ZCTA5 12475,123,57,67573,26047,100.0,21.4,61758,28001,7.3,11.7,1233,13,13.0,18.7,24500,11,0.0,21.4,-,**,0.0,21.4,-,**,27.6,23.9,5218,3149,75,45,57055,18427,0.0,31.7,N,N,21.3,30.6,N,N,78.7,30.6,N,N,0.0,31.7,N,N,0.0,31.7,N,N,0.0,31.7,N,N,240,103,34939,18219,100.0,11.7,34939,18219,0.0,11.7,-,**,0.0,11.7,-,**,0.0,11.7,-,**,0.0,11.7,-,**,0.0,11.7,-,**,0.0,11.7,-,**,6.7,9.9,N,N,93.3,9.9,35179,19628,48.8,(X),(X),(X),42.7,(X),(X),(X),46.5,(X),(X),(X)
8600000US12477,12477,ZCTA5 12477,7303,304,80050,7078,77.0,3.0,79566,5497,27.4,2.9,16551,10841,35.4,2.9,17335,864,6.5,1.9,9992,1187,3.9,1.5,6728,2911,21.9,3.0,25029,8226,4941,249,92424,9913,11.4,2.5,43742,11634,31.0,3.8,67224,8047,30.9,4.5,133676,28516,11.7,2.4,67013,8147,10.1,2.6,125885,20447,5.0,2.2,96412,21489,18797,478,31780,2725,92.8,2.0,32069,2938,2.6,1.4,19886,9398,0.0,0.1,N,N,1.4,0.6,52283,36414,0.0,0.2,-,**,0.5,0.4,23954,22038,2.6,1.3,23658,10843,5.6,1.9,20824,5679,88.1,2.7,32571,3011,27.7,(X),(X),(X),24.9,(X),(X),(X),21.0,(X),(X),(X)
8600000US12480,12480,ZCTA5 12480,311,88,57340,22166,79.7,14.4,55033,25852,15.4,8.1,3615,2694,48.6,19.4,14081,2393,7.1,7.8,6827,3965,8.4,12.7,1008,11,38.9,17.0,10114,4958,198,65,49821,15013,16.7,15.4,N,N,36.4,26.9,N,N,33.3,22.6,N,N,12.1,12.9,N,N,1.5,2.2,N,N,0.0,14.0,N,N,594,161,31116,10677,77.1,18.0,37444,12692,0.0,4.9,-,**,0.7,0.9,N,N,17.3,18.6,N,N,0.0,4.9,-,**,2.9,3.8,N,N,2.0,3.4,N,N,2.9,3.8,N,N,77.1,18.0,37444,12692,24.1,(X),(X),(X),12.1,(X),(X),(X),16.2,(X),(X),(X)
8600000US12481,12481,ZCTA5 12481,557,138,67256,18451,73.6,12.0,65714,15520,16.0,10.8,46030,76293,34.8,13.7,14326,4472,2.3,3.9,4308,14,4.1,5.1,6991,6540,29.6,13.3,15464,8811,358,110,86427,22221,21.5,14.0,N,N,19.8,14.8,N,N,52.2,16.7,N,N,3.6,5.9,N,N,2.8,5.0,N,N,0.0,8.0,N,N,1119,264,34163,7339,85.9,10.8,37059,8606,3.4,3.8,N,N,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,6.3,8.5,N,N,4.4,6.7,16302,7718,13.8,8.5,34131,23779,74.2,13.1,38596,8197,31.2,(X),(X),(X),15.1,(X),(X),(X),19.6,(X),(X),(X)
8600000US12482,12482,ZCTA5 12482,266,111,44165,13991,52.3,25.3,48450,28815,28.2,24.9,661,425,51.1,27.0,19710,3757,30.1,27.8,10181,2097,17.3,26.0,2585,4,17.3,14.7,24380,12529,197,113,45809,21617,48.7,31.8,N,N,39.1,32.4,N,N,0.0,14.1,N,N,0.0,14.1,N,N,12.2,19.7,N,N,0.0,14.1,N,N,729,420,19565,5843,100.0,4.0,19565,5843,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.0,4.0,-,**,100.0,4.0,19565,5843,28.6,(X),(X),(X),15.2,(X),(X),(X),29.6,(X),(X),(X)
8600000US12483,12483,ZCTA5 12483,141,71,64211,20599,84.4,18.8,49062,22004,11.3,18.1,100925,10,56.0,34.6,14211,784,0.0,19.0,-,**,0.0,19.0,-,**,48.9,32.1,5099,2549,93,63,68442,24458,0.0,27.0,N,N,6.5,10.6,N,N,50.5,41.4,N,N,16.1,25.9,N,N,0.0,27.0,N,N,26.9,39.2,N,N,385,254,24480,9808,81.6,26.1,29375,10604,0.0,7.5,-,**,0.0,7.5,-,**,1.6,2.9,N,N,0.0,7.5,-,**,16.9,26.0,N,N,0.0,7.5,-,**,50.9,34.9,14647,11250,47.5,34.6,35299,13694,44.0,(X),(X),(X),66.7,(X),(X),(X),25.1,(X),(X),(X)
8600000US12484,12484,ZCTA5 12484,1118,197,88195,12848,85.7,7.1,83021,13781,26.4,7.7,15812,8193,27.8,9.2,18156,4680,0.0,2.6,-,**,0.0,2.6,-,**,20.4,7.0,24131,8592,795,178,99689,16566,7.7,7.1,38907,4960,24.8,9.0,84237,43583,35.0,12.9,124669,17319,16.4,13.2,55609,41156,16.2,8.7,142615,27165,0.0,3.7,-,**,2884,431,34458,5685,92.9,6.3,35304,6009,0.1,0.3,N,N,0.0,1.0,-,**,6.2,6.2,23716,18726,0.0,1.0,-,**,0.0,1.0,-,**,0.8,1.2,22405,48324,0.5,0.9,N,N,92.4,6.4,35251,6039,37.8,(X),(X),(X),42.6,(X),(X),(X),31.6,(X),(X),(X)
8600000US12485,12485,ZCTA5 12485,342,93,46105,7393,86.0,9.2,34844,7540,23.1,16.5,3561,3344,42.1,14.7,18994,5749,0.9,1.6,7433,55,2.3,3.3,5688,33,26.9,15.2,21246,5931,182,64,60585,8106,11.5,10.7,N,N,58.2,18.2,N,N,19.8,12.9,N,N,10.4,11.4,N,N,0.0,15.2,N,N,0.0,15.2,N,N,822,216,20747,3858,75.8,15.2,24709,4026,1.1,1.7,N,N,1.8,2.9,N,N,0.0,3.6,-,**,0.0,3.6,-,**,7.5,11.4,8827,4190,13.7,10.4,N,N,20.1,13.7,3317,4374,75.8,15.2,24709,4026,50.6,(X),(X),(X),45.6,(X),(X),(X),43.6,(X),(X),(X)
8600000US12486,12486,ZCTA5 12486,549,114,85317,15368,79.8,9.0,83765,16071,23.1,9.5,10025,7326,31.7,10.2,18508,4099,2.9,3.6,10225,4664,0.0,5.3,-,**,31.0,12.0,27881,9812,445,112,93155,17521,21.3,10.2,N,N,25.2,13.8,N,N,33.5,11.3,N,N,11.9,11.7,N,N,6.7,6.2,N,N,1.3,2.5,N,N,1461,329,32640,6204,93.3,6.7,33277,6709,4.5,6.0,25597,11004,0.0,2.0,-,**,0.7,1.0,N,N,0.0,2.0,-,**,0.8,1.1,N,N,0.8,1.2,N,N,0.9,1.3,N,N,92.4,6.2,33583,6786,30.1,(X),(X),(X),34.6,(X),(X),(X),21.8,(X),(X),(X)
