GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
8600000US11970,11970,ZCTA5 11970,264,147,105523,50216,100.0,10.7,89465,51699,25.4,23.9,6488,3840,16.7,15.1,24114,10237,0.0,10.7,-,**,0.0,10.7,-,**,30.7,26.3,28820,17565,144,109,152758,44513,0.0,18.7,N,N,29.2,30.7,N,N,39.6,37.8,N,N,0.0,18.7,N,N,31.3,39.8,N,N,0.0,18.7,N,N,466,306,62077,14234,100.0,6.2,62077,14234,0.0,6.2,-,**,0.0,6.2,-,**,0.0,6.2,-,**,0.0,6.2,-,**,0.0,6.2,-,**,0.0,6.2,-,**,0.0,6.2,-,**,100.0,6.2,62077,14234,51.1,(X),(X),(X),61.8,(X),(X),(X),45.1,(X),(X),(X)
8600000US11971,11971,ZCTA5 11971,2657,231,117223,14805,73.0,5.3,111578,17999,44.7,7.3,20915,7591,51.2,5.8,22868,2229,4.5,2.9,9410,6177,0.6,1.0,11753,10,37.7,6.1,31141,5885,2031,198,134318,17496,20.1,6.1,87020,21217,30.4,7.7,162288,47452,31.5,7.8,132994,17163,9.2,4.9,136575,48822,5.6,3.9,162468,26435,3.2,2.7,123594,16870,6376,594,49550,5858,95.6,4.1,50466,5898,0.0,0.5,-,**,0.0,0.5,-,**,0.6,0.7,N,N,0.0,0.5,-,**,0.8,1.2,N,N,3.0,3.7,35155,5711,1.5,1.7,N,N,94.1,4.4,51159,5984,29.2,(X),(X),(X),29.3,(X),(X),(X),25.4,(X),(X),(X)
8600000US11972,11972,ZCTA5 11972,451,104,112724,33977,85.4,9.9,117735,37930,20.4,11.8,20998,11639,24.2,10.1,18015,6438,0.0,6.4,-,**,2.7,4.4,3067,15,5.8,6.0,49435,14638,333,92,140732,39087,5.4,7.1,N,N,34.2,16.0,N,N,44.7,17.1,N,N,12.6,8.9,N,N,3.0,3.2,N,N,0.0,8.6,N,N,1295,353,40757,9705,82.5,13.6,43815,10618,3.8,4.1,5535,5209,0.0,2.3,-,**,10.9,12.5,35687,20934,0.0,2.3,-,**,0.0,2.3,-,**,2.9,4.2,N,N,11.7,11.7,11003,4488,70.7,13.7,49260,11634,66.5,(X),(X),(X),72.1,(X),(X),(X),41.5,(X),(X),(X)
8600000US11973,11973,ZCTA5 11973,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,40,20,4060,7018,12.5,22.6,N,N,0.0,45.1,-,**,0.0,45.1,-,**,87.5,22.6,4129,7983,0.0,45.1,-,**,0.0,45.1,-,**,0.0,45.1,-,**,0.0,45.1,-,**,12.5,22.6,N,N,-,(X),(X),(X),-,(X),(X),(X),0.0,(X),(X),(X)
8600000US11975,11975,ZCTA5 11975,153,51,133924,48380,61.4,13.3,147754,74173,60.8,15.7,29565,24441,59.5,16.2,21903,5542,2.0,3.6,-,**,0.0,17.7,-,**,41.8,18.0,24970,9308,84,42,173800,85316,42.9,19.7,N,N,25.0,18.5,N,N,4.8,7.0,N,N,2.4,5.5,N,N,22.6,22.0,N,N,2.4,5.3,N,N,359,162,57947,21706,94.4,5.9,60585,23747,0.6,1.2,N,N,1.1,2.0,N,N,0.8,1.4,-,**,0.0,8.0,-,**,3.1,4.8,5709,6236,0.0,8.0,-,**,7.5,7.0,96985,90093,90.0,8.0,55673,23428,52.3,(X),(X),(X),54.8,(X),(X),(X),39.8,(X),(X),(X)
8600000US11976,11976,ZCTA5 11976,999,170,175446,31181,77.8,8.5,155928,30090,41.6,8.4,73256,43685,42.1,10.6,24400,3297,0.7,1.3,9171,35,1.6,1.9,1719,1014,22.8,9.9,46072,13290,737,145,192380,40752,11.7,7.9,177357,209177,25.5,10.3,199873,90973,45.6,10.8,194980,48815,6.9,4.9,195122,35045,10.3,6.9,177509,54122,0.0,4.0,-,**,2301,419,76584,14656,93.6,5.4,78927,14758,0.0,1.3,-,**,0.0,1.3,-,**,4.6,3.6,57866,35528,0.0,1.3,-,**,0.0,1.3,-,**,1.9,2.6,N,N,6.7,4.5,131916,122804,87.0,6.6,74840,13406,41.4,(X),(X),(X),41.7,(X),(X),(X),35.9,(X),(X),(X)
8600000US11977,11977,ZCTA5 11977,958,109,122678,19288,69.7,8.6,122129,28020,41.5,8.8,29041,12500,42.0,8.1,22951,2011,0.0,3.1,-,**,0.0,3.1,-,**,26.8,7.8,40452,9540,639,87,150690,26289,22.5,8.0,90235,35398,21.1,8.2,95087,25876,34.9,8.9,194207,60029,3.8,3.0,86767,12147,11.9,6.6,265120,67563,5.8,5.1,132995,40622,2570,371,47043,7786,97.0,2.5,47872,8136,1.5,1.7,16336,9918,0.4,0.8,N,N,0.4,0.6,N,N,0.0,1.2,-,**,0.0,1.2,-,**,0.7,0.8,N,N,8.1,9.9,7314,8064,88.9,8.8,51564,7989,50.2,(X),(X),(X),47.9,(X),(X),(X),40.9,(X),(X),(X)
8600000US11978,11978,ZCTA5 11978,1279,116,129491,15262,67.4,5.4,127372,19261,33.4,6.4,54607,15602,42.5,5.4,23675,2662,4.9,2.7,14049,4299,0.7,0.7,6589,5227,25.2,5.4,47555,11893,837,96,153186,22898,29.0,7.1,N,N,29.3,7.9,N,N,28.2,6.4,N,N,7.6,2.6,N,N,5.0,2.6,N,N,0.8,1.1,N,N,2963,317,56683,7396,93.3,2.9,58574,7931,1.3,1.1,23103,9260,0.8,0.9,16028,8943,0.9,0.7,82511,51439,0.0,1.0,-,**,1.9,1.9,15529,9043,1.7,1.7,30657,18336,11.2,4.3,19182,6675,85.5,4.5,62393,8717,40.6,(X),(X),(X),44.4,(X),(X),(X),30.1,(X),(X),(X)
8600000US11980,11980,ZCTA5 11980,1474,114,98192,10359,84.9,5.1,100228,10097,20.6,5.3,9948,8276,27.1,6.4,16984,1746,1.0,0.9,12127,6012,0.7,1.0,6300,2704,13.7,3.7,27803,7468,1106,121,102013,10996,12.8,4.9,N,N,25.3,7.6,N,N,43.5,8.8,N,N,10.4,5.9,N,N,7.4,4.0,N,N,0.5,0.8,N,N,4856,378,33153,3386,85.4,3.0,36449,3880,7.2,2.1,8765,3817,0.1,0.2,N,N,0.5,0.5,75176,52820,0.0,0.6,-,**,4.1,2.3,16438,5856,2.7,1.3,12778,8148,10.3,3.9,25780,6796,80.8,4.2,36300,4070,31.3,(X),(X),(X),36.3,(X),(X),(X),26.0,(X),(X),(X)
8600000US12007,12007,ZCTA5 12007,16,14,N,N,50.0,50.0,N,N,50.0,50.0,N,N,50.0,50.0,N,N,0.0,71.2,N,N,0.0,71.2,N,N,50.0,50.0,N,N,16,14,N,N,50.0,50.0,N,N,50.0,50.0,N,N,0.0,71.2,N,N,0.0,71.2,N,N,0.0,71.2,N,N,0.0,71.2,N,N,33,28,20630,12252,100.0,49.6,20630,12252,0.0,49.6,-,**,0.0,49.6,-,**,0.0,49.6,-,**,0.0,49.6,-,**,0.0,49.6,-,**,0.0,49.6,-,**,0.0,49.6,-,**,100.0,49.6,20630,12252,50.0,(X),(X),(X),50.0,(X),(X),(X),48.5,(X),(X),(X)
8600000US12008,12008,ZCTA5 12008,186,49,88112,20893,74.7,16.6,95401,24526,19.4,15.6,7064,5871,33.3,19.2,26365,5470,0.0,14.9,-,**,0.0,14.9,-,**,27.4,15.8,23586,17462,164,56,95780,23094,20.1,16.6,N,N,46.3,28.3,N,N,26.8,21.7,N,N,0.0,16.6,N,N,6.7,11.1,N,N,0.0,16.6,N,N,480,152,33961,9882,100.0,6.1,33961,9882,0.0,6.1,-,**,0.0,6.1,-,**,0.0,6.1,-,**,0.0,6.1,-,**,0.0,6.1,-,**,0.0,6.1,-,**,0.0,6.1,-,**,100.0,6.1,33961,9882,15.1,(X),(X),(X),8.5,(X),(X),(X),9.5,(X),(X),(X)
8600000US12009,12009,ZCTA5 12009,2850,155,98246,7203,81.8,3.7,98302,9329,28.7,3.8,6760,2366,30.9,3.9,19790,1323,2.9,1.5,6173,1680,1.4,1.0,5098,2231,23.9,3.8,35299,5837,2008,136,114882,9570,12.4,3.7,52492,9570,25.0,4.8,120627,31736,46.5,5.9,123123,9445,4.7,1.9,69189,17501,8.1,2.5,144979,18353,3.4,2.1,178968,108522,7264,461,39204,2707,94.8,2.3,40081,2824,0.7,0.6,10924,7583,0.2,0.4,N,N,1.4,1.2,52620,9231,0.1,0.1,N,N,0.9,0.8,1446,2077,1.9,1.5,14896,14427,2.2,1.1,10475,7304,93.8,2.3,40345,2853,32.6,(X),(X),(X),30.3,(X),(X),(X),25.2,(X),(X),(X)
8600000US12010,12010,ZCTA5 12010,11955,353,58786,3145,70.7,2.3,60452,3391,21.2,2.1,9314,3863,37.3,2.5,16818,641,7.4,1.3,8725,723,3.3,1.0,3892,1502,21.5,1.9,22000,3017,7182,319,70613,4245,18.7,2.8,35428,5645,34.1,3.8,58649,7233,29.9,3.6,93397,5728,8.5,1.5,79747,12757,7.8,1.6,107740,11671,1.1,0.6,86994,12662,28926,591,25215,1347,85.8,1.8,27328,1426,3.0,1.0,10704,2459,0.2,0.2,23209,9621,0.5,0.3,12482,5150,0.1,0.1,N,N,7.2,1.7,13030,3420,3.2,1.0,11956,3877,18.6,0.7,14193,3048,77.2,0.9,28480,1484,33.1,(X),(X),(X),32.1,(X),(X),(X),26.2,(X),(X),(X)
8600000US12015,12015,ZCTA5 12015,1063,131,73834,6218,67.0,6.5,82119,7889,18.3,5.7,5226,3749,40.1,6.8,18604,1497,5.1,2.4,12372,2471,2.9,1.8,4145,3096,30.6,6.4,26357,3846,648,89,83025,8788,22.8,6.8,43012,11052,27.0,6.7,68770,11011,34.3,8.8,111818,15922,6.0,3.4,73559,21005,4.8,3.6,112645,19164,5.1,3.5,127742,45465,2789,287,29324,2628,95.7,2.2,29528,2835,2.1,1.7,19648,13494,0.0,1.1,-,**,1.2,1.1,44239,17282,0.0,1.1,-,**,0.1,0.2,N,N,0.9,1.0,10067,5897,7.7,5.4,28478,16907,88.1,5.4,29614,2811,26.0,(X),(X),(X),33.5,(X),(X),(X),23.1,(X),(X),(X)
8600000US12017,12017,ZCTA5 12017,134,34,79072,18934,88.1,8.0,70492,21970,37.3,14.8,17078,15500,23.1,11.5,22481,5148,0.0,19.9,-,**,0.0,19.9,-,**,12.7,8.6,35194,15553,95,30,87153,27738,8.4,7.6,N,N,23.2,13.3,N,N,48.4,21.0,N,N,12.6,17.8,N,N,7.4,8.6,N,N,0.0,26.5,N,N,332,101,31554,9202,100.0,8.6,31554,9202,0.0,8.6,-,**,0.0,8.6,-,**,0.0,8.6,-,**,0.0,8.6,-,**,0.0,8.6,-,**,0.0,8.6,-,**,1.2,1.6,N,N,98.8,1.6,31279,9291,36.6,(X),(X),(X),51.6,(X),(X),(X),22.5,(X),(X),(X)
8600000US12018,12018,ZCTA5 12018,2983,241,93472,6738,83.6,3.8,89286,7800,31.1,5.9,7238,3130,28.0,5.5,18380,2360,3.7,1.8,13037,3312,0.6,0.7,2205,1599,21.6,5.1,39885,20944,2085,211,110353,9981,7.1,2.9,64666,20069,22.0,5.6,75722,14234,43.5,6.8,125177,10490,6.4,3.7,175098,97912,18.6,6.5,114245,17236,2.4,1.8,93049,17453,7919,601,35769,2582,96.2,2.0,36700,2689,1.1,1.6,13706,2392,0.0,0.4,-,**,1.1,1.0,-,**,0.0,0.4,-,**,0.0,0.4,-,**,1.7,1.1,19311,6645,1.4,1.1,8278,10174,94.8,2.3,37116,2838,22.3,(X),(X),(X),22.6,(X),(X),(X),16.9,(X),(X),(X)
8600000US12019,12019,ZCTA5 12019,5693,261,102526,4933,80.9,2.7,100707,6081,31.7,3.2,9321,2395,32.8,3.2,21114,1283,2.0,0.9,11907,3038,0.6,0.5,2686,1034,25.6,2.5,33104,3435,4406,275,114647,5947,15.2,2.5,73698,12417,23.1,3.7,92359,10053,41.0,4.8,134106,10367,7.4,2.2,111281,26601,9.8,2.2,155318,21127,3.6,1.6,105771,12334,14893,768,39822,1882,93.4,2.0,40641,1985,1.4,0.9,46011,15304,0.0,0.2,-,**,1.6,1.0,32538,20963,0.0,0.2,-,**,0.1,0.1,N,N,3.5,1.3,19627,10578,1.3,0.8,40747,20242,92.4,2.1,40518,1965,25.9,(X),(X),(X),25.3,(X),(X),(X),20.2,(X),(X),(X)
8600000US12020,12020,ZCTA5 12020,12564,327,83836,3730,83.0,2.4,84806,4233,26.4,2.5,6040,1648,25.6,2.7,17900,1010,3.3,1.3,9493,1629,3.0,1.2,3353,2176,22.5,2.8,21819,2356,8281,335,97360,4625,9.3,1.7,44930,7408,27.0,3.2,66592,7709,40.3,3.3,120343,8086,8.8,2.4,87864,11088,12.5,2.5,135538,10857,2.1,1.6,98328,18156,31729,817,33995,1348,97.2,0.9,34129,1388,0.8,0.5,16748,10603,0.3,0.4,18414,8315,0.4,0.3,47094,25528,0.0,0.1,-,**,0.1,0.1,31686,19179,1.2,0.5,34707,13045,2.3,0.8,34984,11307,95.0,1.2,34092,1397,24.4,(X),(X),(X),25.8,(X),(X),(X),18.7,(X),(X),(X)
8600000US12022,12022,ZCTA5 12022,387,53,67990,9389,65.4,9.4,71277,12266,31.5,9.0,6836,2706,47.0,9.5,18645,1679,3.4,2.8,8554,4539,0.0,7.5,-,**,34.6,10.1,21115,9078,229,47,83273,12117,16.2,9.7,N,N,32.3,14.0,N,N,24.9,12.3,N,N,7.4,6.3,N,N,17.9,11.2,N,N,1.3,1.8,N,N,944,145,28421,3494,98.5,1.8,28819,3444,0.0,3.1,-,**,0.0,3.1,-,**,0.0,3.1,-,**,0.0,3.1,-,**,0.0,3.1,-,**,1.5,1.8,N,N,0.0,3.1,-,**,98.5,1.8,28819,3444,18.9,(X),(X),(X),21.4,(X),(X),(X),13.4,(X),(X),(X)
8600000US12023,12023,ZCTA5 12023,862,92,76287,7161,75.8,6.4,78318,10729,25.3,6.3,6167,2313,39.4,7.0,17284,2216,3.1,2.6,10452,5234,1.6,1.7,464,215,24.4,6.5,26449,5291,595,85,88033,10561,14.8,5.4,N,N,23.5,7.4,N,N,47.6,7.8,N,N,3.7,2.7,N,N,8.9,3.9,N,N,1.5,2.2,N,N,2120,283,31748,2857,97.8,1.6,32030,2936,0.5,0.8,N,N,0.0,1.4,-,**,0.9,1.4,N,N,0.0,1.4,-,**,0.0,1.4,-,**,0.7,0.6,17640,14159,0.3,0.4,N,N,97.5,1.7,32123,2943,28.1,(X),(X),(X),20.7,(X),(X),(X),15.3,(X),(X),(X)
8600000US12024,12024,ZCTA5 12024,27,22,N,N,55.6,55.6,N,N,0.0,54.8,N,N,44.4,55.6,N,N,0.0,54.8,N,N,0.0,54.8,N,N,44.4,55.6,N,N,12,20,N,N,100.0,82.2,N,N,0.0,82.3,N,N,0.0,82.3,N,N,0.0,82.3,N,N,0.0,82.3,N,N,0.0,82.3,N,N,94,96,14655,4061,100.0,26.8,14655,4061,0.0,26.8,-,**,0.0,26.8,-,**,0.0,26.8,-,**,0.0,26.8,-,**,0.0,26.8,-,**,0.0,26.8,-,**,0.0,26.8,-,**,100.0,26.8,14655,4061,55.6,(X),(X),(X),0.0,(X),(X),(X),55.8,(X),(X),(X)
8600000US12025,12025,ZCTA5 12025,2269,155,71128,6842,76.5,5.2,70614,8617,20.9,6.0,16388,14035,35.1,6.6,15585,1408,7.9,3.7,9621,2600,1.6,1.4,3954,3181,18.6,4.2,29040,4532,1466,128,84022,9592,16.0,4.3,47902,9975,24.4,7.0,58898,21518,38.5,7.3,95374,11365,4.3,2.5,71937,12121,13.0,6.0,122299,31124,3.8,3.4,166887,139937,5471,233,29820,2353,97.5,1.7,29714,2416,0.0,0.5,-,**,0.5,0.6,N,N,0.1,0.2,N,N,0.0,0.5,-,**,1.0,1.3,44513,26252,0.9,0.8,26296,14274,3.2,2.3,23814,18601,95.7,2.4,30117,2666,36.7,(X),(X),(X),37.9,(X),(X),(X),26.2,(X),(X),(X)
8600000US12027,12027,ZCTA5 12027,1410,114,102139,8078,76.7,4.7,95199,9967,52.1,6.6,10724,4315,39.1,6.2,24891,2972,1.2,1.0,10024,2473,0.6,1.0,89,22,38.2,5.4,32369,5500,1098,109,112888,8768,18.6,4.5,N,N,33.9,6.6,N,N,34.9,6.0,N,N,3.2,2.4,N,N,7.4,3.5,N,N,2.1,2.5,N,N,3731,316,39452,3648,97.1,2.0,39703,3755,0.6,1.0,N,N,0.0,0.8,-,**,1.4,1.1,37990,33217,0.0,0.8,-,**,0.3,0.5,N,N,0.5,0.6,-,**,0.6,0.9,N,N,97.1,2.0,39703,3755,19.7,(X),(X),(X),18.0,(X),(X),(X),15.6,(X),(X),(X)
8600000US12028,12028,ZCTA5 12028,346,75,87060,12220,80.3,9.7,94599,12014,28.6,8.9,3413,2496,24.6,9.3,20607,6129,4.6,7.3,3069,15,0.0,8.3,-,**,18.2,8.8,21829,7580,297,73,87966,12607,13.1,11.0,N,N,17.2,9.6,N,N,34.0,15.7,N,N,7.7,8.0,N,N,25.3,10.8,N,N,2.7,3.9,N,N,1024,244,29605,4542,83.8,8.5,30883,5340,0.0,2.9,-,**,0.0,2.9,-,**,2.1,2.4,9371,10193,0.0,2.9,-,**,0.0,2.9,-,**,14.2,8.5,24971,7058,3.8,5.6,34326,7144,80.0,9.6,30719,5737,19.7,(X),(X),(X),21.5,(X),(X),(X),12.5,(X),(X),(X)
8600000US12029,12029,ZCTA5 12029,387,53,87216,11652,81.7,5.9,72186,9502,41.1,9.8,20355,17648,36.7,7.4,21320,2325,2.1,2.9,12950,26,2.3,1.6,8533,7746,25.6,8.5,33417,18662,283,53,97586,15411,15.9,7.9,81067,36103,25.8,9.4,84836,14659,37.5,11.5,111754,34374,7.4,4.4,72971,13800,13.4,7.2,115724,38868,0.0,10.0,-,**,1105,182,30810,4942,89.7,5.3,32916,4790,6.9,4.4,-,**,0.0,2.7,-,**,0.4,0.6,N,N,0.0,2.7,-,**,1.1,1.4,N,N,2.0,1.5,14209,17770,4.2,3.0,28526,35027,87.1,4.9,33695,4783,29.5,(X),(X),(X),30.4,(X),(X),(X),26.3,(X),(X),(X)
8600000US12031,12031,ZCTA5 12031,48,19,55271,8979,75.0,16.1,57164,12303,14.6,14.3,14000,19988,37.5,21.1,20683,6327,0.0,41.1,-,**,12.5,10.6,1900,2024,18.8,18.5,12544,7827,37,15,56130,10482,24.3,18.4,N,N,40.5,24.7,N,N,24.3,16.0,N,N,10.8,14.8,N,N,0.0,46.8,N,N,0.0,46.8,N,N,114,42,24058,6352,100.0,22.9,24058,6352,0.0,22.9,-,**,0.0,22.9,-,**,0.0,22.9,-,**,0.0,22.9,-,**,0.0,22.9,-,**,0.0,22.9,-,**,7.9,6.7,N,N,92.1,6.7,22305,6898,37.5,(X),(X),(X),48.6,(X),(X),(X),30.2,(X),(X),(X)
8600000US12032,12032,ZCTA5 12032,360,56,57790,7578,72.2,9.8,55051,8866,34.7,9.8,7020,4833,40.0,10.8,17148,2529,6.1,5.9,6895,3816,0.8,1.1,-,**,25.6,9.2,29546,6983,250,44,61378,9406,18.8,8.9,N,N,25.6,12.2,N,N,48.0,13.2,N,N,5.2,5.7,N,N,2.4,2.9,N,N,0.0,11.3,N,N,836,142,24768,4080,95.9,3.0,25387,4284,0.0,3.5,-,**,2.2,1.7,8872,4616,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,1.9,2.1,11663,8080,1.0,1.4,N,N,95.0,3.4,25589,4274,36.7,(X),(X),(X),34.4,(X),(X),(X),26.6,(X),(X),(X)
8600000US12033,12033,ZCTA5 12033,3173,217,95932,18869,75.4,4.5,98170,25135,30.9,6.1,9794,5536,41.3,5.5,17843,1823,2.8,1.7,6431,2636,4.0,2.2,4537,2370,30.7,4.9,30573,5340,2241,203,107192,25978,14.2,4.6,55656,13096,30.6,7.2,121936,84163,36.0,6.3,118505,9792,11.3,5.5,78699,25516,6.7,3.0,138697,21954,1.2,1.2,95826,16043,7886,648,37902,6259,94.8,2.5,38657,6612,1.7,1.0,36350,10591,0.0,0.1,-,**,0.7,0.6,35035,21221,0.0,0.4,-,**,1.0,1.4,N,N,1.8,1.0,19274,12395,1.2,0.7,24163,18673,93.9,2.5,38935,6753,21.4,(X),(X),(X),22.8,(X),(X),(X),17.8,(X),(X),(X)
8600000US12035,12035,ZCTA5 12035,344,99,49186,12069,64.8,15.5,44131,14140,27.9,14.3,3938,4318,47.4,15.3,18182,3831,0.0,8.3,-,**,0.0,8.3,-,**,43.3,15.8,20044,6705,257,95,48023,15406,28.8,19.4,N,N,39.3,22.9,N,N,9.7,9.2,N,N,13.2,11.0,N,N,6.2,5.5,N,N,2.7,4.1,N,N,798,221,21993,4952,99.4,1.0,21789,4956,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.0,3.7,-,**,0.6,1.0,N,N,0.0,3.7,-,**,99.4,1.0,21789,4956,44.5,(X),(X),(X),41.6,(X),(X),(X),45.5,(X),(X),(X)
8600000US12036,12036,ZCTA5 12036,96,26,42459,10040,61.5,18.6,48459,13542,3.1,4.3,633,77,37.5,16.1,16828,2440,8.3,8.7,6525,4421,4.2,5.6,4875,63,27.1,12.9,20381,9395,51,16,52700,11545,21.6,19.4,N,N,41.2,22.0,N,N,33.3,17.5,N,N,0.0,39.9,N,N,0.0,39.9,N,N,3.9,6.5,N,N,202,51,20564,4203,96.5,5.6,19309,3657,0.0,13.8,-,**,0.0,13.8,-,**,3.5,5.6,N,N,0.0,13.8,-,**,0.0,13.8,-,**,0.0,13.8,-,**,21.3,18.3,3588,2975,75.2,18.4,23757,6368,20.8,(X),(X),(X),9.8,(X),(X),(X),12.4,(X),(X),(X)
8600000US12037,12037,ZCTA5 12037,1697,151,82378,10533,80.1,4.7,84329,11262,31.1,5.8,10740,3610,32.4,5.2,16734,2421,3.9,2.8,7052,1946,3.0,2.3,7169,6069,17.4,4.3,25706,4787,1125,151,96177,13903,8.7,3.3,49182,13360,39.2,9.1,80267,18016,25.2,7.0,103747,17740,10.0,4.8,65621,16912,9.2,4.8,224501,92481,7.6,6.8,90928,35717,4416,502,32590,4530,94.1,3.0,32421,4509,2.8,2.4,59495,82279,0.0,0.7,-,**,0.8,0.8,42209,43219,0.0,0.7,-,**,0.5,0.8,N,N,1.8,1.2,1244,1764,1.5,1.7,17103,16883,93.7,3.0,32377,4514,33.6,(X),(X),(X),28.4,(X),(X),(X),27.8,(X),(X),(X)
8600000US12040,12040,ZCTA5 12040,58,27,60067,13706,93.1,9.5,52687,15879,20.7,21.7,783,494,17.2,14.5,11240,2419,13.8,16.6,11725,5412,0.0,37.4,-,**,20.7,21.7,24567,16660,54,26,59331,14371,0.0,38.8,N,N,48.1,25.2,N,N,42.6,25.1,N,N,0.0,38.8,N,N,9.3,16.2,N,N,0.0,38.8,N,N,132,64,25495,6846,100.0,20.2,25495,6846,0.0,20.2,-,**,0.0,20.2,-,**,0.0,20.2,-,**,0.0,20.2,-,**,0.0,20.2,-,**,0.0,20.2,-,**,4.5,7.4,N,N,95.5,7.4,23871,5698,34.5,(X),(X),(X),37.0,(X),(X),(X),26.8,(X),(X),(X)
8600000US12041,12041,ZCTA5 12041,197,77,69521,17525,72.1,24.8,73739,17789,17.3,15.6,2735,3056,33.5,25.0,17742,3877,5.1,7.9,10020,20,0.0,14.1,-,**,35.5,24.3,25217,9814,138,55,78570,17582,13.0,13.7,N,N,31.9,29.8,N,N,10.9,15.7,N,N,15.2,23.6,N,N,23.9,21.5,N,N,5.1,8.6,N,N,500,175,29240,5826,100.0,5.8,29240,5826,0.0,5.8,-,**,0.0,5.8,-,**,0.0,5.8,-,**,0.0,5.8,-,**,0.0,5.8,-,**,0.0,5.8,-,**,0.0,5.8,-,**,100.0,5.8,29240,5826,45.7,(X),(X),(X),31.9,(X),(X),(X),30.0,(X),(X),(X)
8600000US12042,12042,ZCTA5 12042,85,50,43066,18857,44.7,28.9,58353,28628,17.6,21.5,3593,4512,69.4,27.6,19866,4515,0.0,28.9,-,**,0.0,28.9,-,**,14.1,17.2,18100,5521,70,48,46711,22999,45.7,37.4,N,N,17.1,21.4,N,N,25.7,30.4,N,N,11.4,20.4,N,N,0.0,33.3,N,N,0.0,33.3,N,N,158,94,23949,10718,100.0,17.2,23949,10718,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,0.0,17.2,-,**,100.0,17.2,23949,10718,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US12043,12043,ZCTA5 12043,3072,174,65383,7096,72.4,4.0,66977,9043,26.2,3.7,5421,2136,37.8,3.8,15878,1124,7.4,3.0,9536,3792,1.8,1.5,3113,2257,26.3,4.2,26805,5050,1689,159,89778,11504,14.3,4.5,41934,7592,35.2,7.2,89961,22907,34.8,7.1,103418,14807,6.2,4.1,79146,17502,8.5,3.3,111566,19757,1.0,1.1,174576,53924,8396,282,25137,2381,91.2,1.6,26746,2569,3.8,1.0,5813,2606,0.0,0.4,-,**,1.0,0.8,33990,19903,0.1,0.2,N,N,1.6,0.8,5576,5269,2.3,1.0,3261,2301,4.2,1.1,6278,2929,89.8,1.5,27042,2628,35.4,(X),(X),(X),28.5,(X),(X),(X),26.4,(X),(X),(X)
